GT	ChatGPT-3.5	ChatGPT-4	Gemini-1.5	LLAMA3-70B	LLAMA3-8B	gpt4.1-mini	gpt4o-mini
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-20	CWE-79	CWE-20
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-120	CWE-119	CWE-120	CWE-120	CWE-120	CWE-120	CWE-121	CWE-120
CWE-362	CWE-362	CWE-362	CWE-362	CWE-362	CWE-362	CWE-362	CWE-362
CWE-552	CWE-22	CWE-22	CWE-22	CWE-276	CWE-22	CWE-22	CWE-284
CWE-451	CWE-918	CWE-1021	CWE-74	CWE-601	CWE-601	CWE-1021	CWE-1021
CWE-125	CWE-126	CWE-125	CWE-126	CWE-126	CWE-125	CWE-126	CWE-125
CWE-78	CWE-79	CWE-78	CWE-77	CWE-78	CWE-78	CWE-77	CWE-77
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-284	CWE-284	CWE-284	CWE-284	CWE-284	CWE-284	CWE-284	CWE-284
CWE-257	CWE-200	CWE-922	CWE-312	CWE-312	CWE-532	CWE-922	CWE-200
CWE-326	CWE-311	CWE-311	CWE-311	CWE-311	CWE-327	CWE-310	CWE-310
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-79	CWE-79
CWE-276	CWE-732	CWE-276	CWE-276	CWE-276	CWE-276	CWE-276	CWE-275
CWE-401	CWE-399	CWE-772	CWE-401	CWE-401	CWE-401	CWE-772	CWE-772
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-79	CWE-79
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-79	CWE-79
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-476	CWE-690	CWE-476	CWE-476	CWE-690	CWE-476	CWE-690	CWE-476
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22	CWE-22	CWE-22
CWE-787	CWE-787	CWE-787	CWE-787	CWE-787	CWE-787	CWE-787	CWE-787
CWE-787	CWE-119	CWE-787	CWE-787	CWE-122	CWE-120	CWE-787	CWE-787
CWE-416	CWE-416	CWE-416	Error	CWE-416	CWE-416	CWE-416	CWE-416
CWE-787	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120	CWE-121	CWE-121
CWE-352	CWE-352	CWE-352	Error	CWE-352	CWE-352	CWE-352	CWE-352
CWE-79	CWE-79	CWE-79	Error	CWE-79	CWE-80	CWE-79	CWE-79
CWE-862	CWE-862	CWE-862	CWE-862	CWE-285	CWE-285	CWE-285	CWE-285
CWE-697	CWE-697	CWE-697	CWE-698	CWE-697	CWE-20	CWE-697	CWE-697
CWE-287	CWE-287	CWE-287	CWE-347	CWE-295	CWE-287	CWE-288	CWE-287
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-476	CWE-476	CWE-129	CWE-476	CWE-824	CWE-476	CWE-20	CWE-20
CWE-121	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120	CWE-121	CWE-121
CWE-787	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120	CWE-121	CWE-121
CWE-330	CWE-330	CWE-330	CWE-330	CWE-330	CWE-330	CWE-330	CWE-330
CWE-502	CWE-502	CWE-502	CWE-502	CWE-502	CWE-20	CWE-502	CWE-502
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-79	CWE-79
CWE-120	CWE-119	CWE-119	CWE-125	CWE-121	CWE-119	CWE-125	CWE-119
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-434
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-674	CWE-20	CWE-20	CWE-400	CWE-400	CWE-399	CWE-20	CWE-20
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-287	CWE-384	CWE-119	CWE-120	CWE-691	CWE-20	CWE-121	CWE-20
CWE-918	CWE-918	CWE-20	CWE-74	CWE-601	CWE-20	CWE-918	CWE-20
CWE-125	CWE-119	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-20
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-79	CWE-79
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22	CWE-22	CWE-22
CWE-77	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-121	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120	CWE-121	CWE-121
CWE-79	CWE-79	CWE-79	Error	CWE-79	CWE-79	CWE-79	CWE-79
CWE-89	CWE-89	CWE-89	CWE-15	CWE-89	CWE-89	CWE-89	CWE-89
CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-77
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-79	CWE-20
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-284	CWE-285	CWE-284	CWE-284	CWE-284	CWE-284	CWE-284	CWE-284
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-79	CWE-79
CWE-918	CWE-918	CWE-918	CWE-918	CWE-918	CWE-918	CWE-918	CWE-918
CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-79	CWE-79
CWE-476	CWE-476	CWE-476	CWE-476	CWE-476	CWE-476	CWE-476	CWE-476
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	Error	CWE-79	CWE-80	CWE-79	CWE-79
CWE-787	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120	CWE-121	CWE-121
CWE-352	CWE-352	CWE-352	Error	CWE-352	CWE-352	CWE-352	CWE-352
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-79	CWE-79
CWE-125	CWE-119	CWE-125	CWE-125	CWE-119	CWE-125	CWE-125	CWE-125
CWE-290	CWE-20	CWE-290	CWE-290	CWE-294	CWE-285	CWE-290	CWE-290
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-119	CWE-400	CWE-755	CWE-465	CWE-119	CWE-400	CWE-754	CWE-20
CWE-346	CWE-918	CWE-451	CWE-444	CWE-345	CWE-345	CWE-346	CWE-20
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-601	CWE-601	CWE-601	CWE-601	CWE-601	CWE-601	CWE-601	CWE-601
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-416	CWE-416	CWE-362	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-427	CWE-426	CWE-426	CWE-426	CWE-427	CWE-426	CWE-427	CWE-427
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-913	CWE-434	CWE-434	CWE-470	CWE-829	CWE-502	CWE-829	CWE-434
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-79	CWE-79
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-94	CWE-78	CWE-250	CWE-78	CWE-78	CWE-78	CWE-78	CWE-94
CWE-79	CWE-79	CWE-79	Error	CWE-79	CWE-80	CWE-79	CWE-79
CWE-601	CWE-601	CWE-601	CWE-601	CWE-601	CWE-601	CWE-601	CWE-601
CWE-601	CWE-601	CWE-601	CWE-601	CWE-601	CWE-918	CWE-601	CWE-601
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-434
CWE-532	CWE-200	CWE-532	CWE-200	CWE-532	CWE-532	CWE-532	CWE-532
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-434
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-787	CWE-121	CWE-121	CWE-121	CWE-121	CWE-119	CWE-121	CWE-121
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-79	CWE-79
CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190
CWE-287	CWE-287	CWE-287	CWE-288	CWE-287	CWE-306	CWE-288	CWE-287
CWE-770	CWE-400	CWE-400	CWE-400	CWE-400	CWE-400	CWE-400	CWE-400
CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22
CWE-404	CWE-400	CWE-400	CWE-404	CWE-400	CWE-400	CWE-400	CWE-400
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-79	CWE-79
CWE-59	CWE-269	CWE-59	CWE-269	CWE-427	CWE-269	CWE-59	CWE-274
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-502	CWE-502	CWE-502	CWE-502	CWE-502	CWE-502	CWE-502	CWE-502
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-79	CWE-79
CWE-89	CWE-89	CWE-89	Error	CWE-89	CWE-89	CWE-89	CWE-89
CWE-78	CWE-798	CWE-489	CWE-77	CWE-732	CWE-78	CWE-250	CWE-20
CWE-787	CWE-122	CWE-122	CWE-122	CWE-122	CWE-119	CWE-122	CWE-122
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-434
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-404	CWE-404	CWE-404	CWE-401	CWE-401	CWE-401	CWE-401	CWE-772
CWE-125	CWE-125	CWE-125	Error	CWE-125	CWE-125	CWE-125	CWE-125
CWE-401	CWE-200	CWE-200	Error	CWE-668	CWE-532	CWE-284	CWE-284
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-787	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120	CWE-121	CWE-121
CWE-434	CWE-434	CWE-434	CWE-20	CWE-434	CWE-434	CWE-434	CWE-434
CWE-346	CWE-269	CWE-285	CWE-269	CWE-250	CWE-269	CWE-269	CWE-20
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-79	CWE-79
CWE-787	CWE-119	CWE-121	CWE-121	CWE-119	CWE-119	CWE-121	CWE-121
CWE-121	CWE-121	CWE-121	CWE-121	CWE-121	CWE-119	CWE-121	CWE-121
CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80	CWE-79	CWE-79
CWE-434	CWE-434	CWE-434	CWE-480	CWE-434	CWE-22	CWE-434	CWE-20
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-269	CWE-269	CWE-269	CWE-269	CWE-284	CWE-269	CWE-269	CWE-269
